GISJOIN,COUNTY,COUNTYA,TRACTA,BLKGRPA,NAME_E,AHZAE001,AHZAE002,AHZAE003,AHZAE004,AHZAE005,AHZAE006,AHZAE007,AHZAE008,AHZAE009,AHZAE010,AHZAE011,AHZAE012,AHZAE013,AHZAE014,AHZAE015,AHZAE016,AHZAE017,AHZAE018,AHZAE019,AHZAE020,AHZAE021,AH1PE001
GIS Join Match Code,County Name,County Code,Census Tract Code,Block Group Code,Estimates: Area Name,Estimates: Total,Estimates: Not Hispanic or Latino,Estimates: Not Hispanic or Latino: White alone,Estimates: Not Hispanic or Latino: Black or African American alone,Estimates: Not Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Not Hispanic or Latino: Asian alone,Estimates: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Not Hispanic or Latino: Some other race alone,Estimates: Not Hispanic or Latino: Two or more races,Estimates: Not Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Not Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Hispanic or Latino,Estimates: Hispanic or Latino: White alone,Estimates: Hispanic or Latino: Black or African American alone,Estimates: Hispanic or Latino: American Indian and Alaska Native alone,Estimates: Hispanic or Latino: Asian alone,Estimates: Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone,Estimates: Hispanic or Latino: Some other race alone,Estimates: Hispanic or Latino: Two or more races,Estimates: Hispanic or Latino: Two or more races: Two races including Some other race,"Estimates: Hispanic or Latino: Two or more races: Two races excluding Some other race, and three or more races",Estimates: Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
G06003703004005,Los Angeles County,37,300400,5,"Block Group 5, Census Tract 3004, Los Angeles County, California",729,588,366,0,14,197,0,0,11,0,11,141,128,0,0,13,0,0,0,0,0,108750
G06003703004006,Los Angeles County,37,300400,6,"Block Group 6, Census Tract 3004, Los Angeles County, California",1175,949,716,15,0,182,0,0,36,0,36,226,200,0,0,0,0,0,26,26,0,90000
G06003703005011,Los Angeles County,37,300501,1,"Block Group 1, Census Tract 3005.01, Los Angeles County, California",1368,1047,670,0,0,231,0,0,146,53,93,321,312,0,0,0,0,9,0,0,0,104028
G06003703005012,Los Angeles County,37,300501,2,"Block Group 2, Census Tract 3005.01, Los Angeles County, California",500,460,168,0,0,257,0,0,35,0,35,40,29,0,0,0,0,0,11,11,0,79028
G06003703005013,Los Angeles County,37,300501,3,"Block Group 3, Census Tract 3005.01, Los Angeles County, California",1349,1237,872,0,11,317,0,0,37,0,37,112,54,0,0,0,0,40,18,18,0,92125
G06003703005021,Los Angeles County,37,300502,1,"Block Group 1, Census Tract 3005.02, Los Angeles County, California",2865,1557,946,0,0,543,21,0,47,0,47,1308,719,0,0,0,0,470,119,119,0,64896
G06003703005022,Los Angeles County,37,300502,2,"Block Group 2, Census Tract 3005.02, Los Angeles County, California",1815,1549,1007,37,0,429,0,0,76,19,57,266,157,0,0,0,0,37,72,59,13,78451
G06003703005023,Los Angeles County,37,300502,3,"Block Group 3, Census Tract 3005.02, Los Angeles County, California",1338,975,595,2,0,331,0,0,47,0,47,363,233,0,43,47,0,40,0,0,0,63826
G06003703006001,Los Angeles County,37,300600,1,"Block Group 1, Census Tract 3006, Los Angeles County, California",982,915,825,0,0,68,0,0,22,0,22,67,37,0,0,0,0,30,0,0,0,79922
G06003703006002,Los Angeles County,37,300600,2,"Block Group 2, Census Tract 3006, Los Angeles County, California",508,480,339,0,33,108,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,73047
G06003703006003,Los Angeles County,37,300600,3,"Block Group 3, Census Tract 3006, Los Angeles County, California",3693,3213,1518,76,0,1538,0,0,81,0,81,480,366,12,0,9,0,93,0,0,0,51853
G06003703006004,Los Angeles County,37,300600,4,"Block Group 4, Census Tract 3006, Los Angeles County, California",1804,1552,1305,44,0,121,23,0,59,0,59,252,106,0,0,0,0,81,65,65,0,71329
G06003703006005,Los Angeles County,37,300600,5,"Block Group 5, Census Tract 3006, Los Angeles County, California",2436,2268,887,5,0,1300,16,0,60,0,60,168,66,0,0,0,0,102,0,0,0,57750
G06003703007011,Los Angeles County,37,300701,1,"Block Group 1, Census Tract 3007.01, Los Angeles County, California",827,668,551,37,0,80,0,0,0,0,0,159,34,0,0,0,0,42,83,83,0,101101
G06003703007012,Los Angeles County,37,300701,2,"Block Group 2, Census Tract 3007.01, Los Angeles County, California",1222,976,923,0,0,20,0,0,33,0,33,246,170,0,0,32,0,44,0,0,0,161771
G06003703007013,Los Angeles County,37,300701,3,"Block Group 3, Census Tract 3007.01, Los Angeles County, California",756,686,594,0,0,92,0,0,0,0,0,70,38,0,0,0,0,32,0,0,0,82708
G06003703007014,Los Angeles County,37,300701,4,"Block Group 4, Census Tract 3007.01, Los Angeles County, California",1832,1563,1159,0,0,404,0,0,0,0,0,269,113,32,0,0,0,95,29,29,0,102188
G06003703007015,Los Angeles County,37,300701,5,"Block Group 5, Census Tract 3007.01, Los Angeles County, California",1710,1577,1445,0,0,115,0,0,17,0,17,133,133,0,0,0,0,0,0,0,0,138750
G06003703007021,Los Angeles County,37,300702,1,"Block Group 1, Census Tract 3007.02, Los Angeles County, California",2354,2323,2201,0,0,91,0,0,31,0,31,31,16,0,0,0,0,15,0,0,0,117583
G06003703007022,Los Angeles County,37,300702,2,"Block Group 2, Census Tract 3007.02, Los Angeles County, California",2641,2390,1899,0,0,284,0,48,159,22,137,251,251,0,0,0,0,0,0,0,0,136089
G06003703008001,Los Angeles County,37,300800,1,"Block Group 1, Census Tract 3008, Los Angeles County, California",3324,2796,2159,0,8,498,0,0,131,0,131,528,390,0,0,0,0,111,27,27,0,93083
G06003703008002,Los Angeles County,37,300800,2,"Block Group 2, Census Tract 3008, Los Angeles County, California",1250,1146,639,14,74,387,0,0,32,7,25,104,55,0,0,0,0,8,41,0,41,54722
G06003703008003,Los Angeles County,37,300800,3,"Block Group 3, Census Tract 3008, Los Angeles County, California",1690,1610,1156,0,0,235,0,0,219,10,209,80,58,0,0,0,0,22,0,0,0,153636
G06003703008004,Los Angeles County,37,300800,4,"Block Group 4, Census Tract 3008, Los Angeles County, California",1167,877,734,0,0,132,0,0,11,0,11,290,290,0,0,0,0,0,0,0,0,51692
G06003703008005,Los Angeles County,37,300800,5,"Block Group 5, Census Tract 3008, Los Angeles County, California",639,627,438,0,0,149,0,0,40,0,40,12,12,0,0,0,0,0,0,0,0,
G06003703009011,Los Angeles County,37,300901,1,"Block Group 1, Census Tract 3009.01, Los Angeles County, California",1671,1671,1353,0,0,220,0,0,98,0,98,0,0,0,0,0,0,0,0,0,0,177703
G06003703009012,Los Angeles County,37,300901,2,"Block Group 2, Census Tract 3009.01, Los Angeles County, California",1847,1611,1024,0,18,465,0,0,104,0,104,236,185,0,51,0,0,0,0,0,0,109107
G06003703009013,Los Angeles County,37,300901,3,"Block Group 3, Census Tract 3009.01, Los Angeles County, California",3015,2826,1767,0,0,883,0,0,176,0,176,189,144,0,0,0,0,30,15,15,0,170532
G06003703009021,Los Angeles County,37,300902,1,"Block Group 1, Census Tract 3009.02, Los Angeles County, California",833,683,490,0,0,193,0,0,0,0,0,150,95,0,0,0,0,55,0,0,0,127292
G06003703009022,Los Angeles County,37,300902,2,"Block Group 2, Census Tract 3009.02, Los Angeles County, California",1249,1078,786,0,0,226,0,13,53,0,53,171,144,0,0,5,0,13,9,0,9,136964
G06003703010001,Los Angeles County,37,301000,1,"Block Group 1, Census Tract 3010, Los Angeles County, California",898,801,650,14,0,105,0,0,32,0,32,97,72,0,0,0,0,19,6,0,6,58500
G06003703010002,Los Angeles County,37,301000,2,"Block Group 2, Census Tract 3010, Los Angeles County, California",1664,1533,1098,0,0,324,0,0,111,0,111,131,94,0,0,0,0,18,19,19,0,94000
G06003703010003,Los Angeles County,37,301000,3,"Block Group 3, Census Tract 3010, Los Angeles County, California",1327,843,463,82,0,267,0,0,31,0,31,484,314,0,0,53,0,113,4,0,4,42039
G06003703010004,Los Angeles County,37,301000,4,"Block Group 4, Census Tract 3010, Los Angeles County, California",1081,923,627,0,0,127,8,12,149,13,136,158,158,0,0,0,0,0,0,0,0,52955
G06003703011001,Los Angeles County,37,301100,1,"Block Group 1, Census Tract 3011, Los Angeles County, California",711,444,403,16,0,25,0,0,0,0,0,267,226,0,0,0,0,0,41,16,25,133152
G06003703011002,Los Angeles County,37,301100,2,"Block Group 2, Census Tract 3011, Los Angeles County, California",1231,1178,948,0,0,89,0,0,141,0,141,53,34,0,0,0,0,0,19,19,0,138864
G06003703011003,Los Angeles County,37,301100,3,"Block Group 3, Census Tract 3011, Los Angeles County, California",753,692,658,0,0,8,0,0,26,0,26,61,61,0,0,0,0,0,0,0,0,97054
G06003703011004,Los Angeles County,37,301100,4,"Block Group 4, Census Tract 3011, Los Angeles County, California",773,753,673,0,0,30,0,0,50,0,50,20,20,0,0,0,0,0,0,0,0,
G06003703011005,Los Angeles County,37,301100,5,"Block Group 5, Census Tract 3011, Los Angeles County, California",1068,938,739,33,0,166,0,0,0,0,0,130,102,0,0,12,0,16,0,0,0,38611
G06003703011006,Los Angeles County,37,301100,6,"Block Group 6, Census Tract 3011, Los Angeles County, California",2311,2094,1594,0,0,414,0,0,86,65,21,217,157,0,42,0,0,18,0,0,0,44973
G06003703012031,Los Angeles County,37,301203,1,"Block Group 1, Census Tract 3012.03, Los Angeles County, California",1999,1522,971,88,0,398,0,35,30,0,30,477,257,0,0,63,0,112,45,45,0,59344
G06003703012032,Los Angeles County,37,301203,2,"Block Group 2, Census Tract 3012.03, Los Angeles County, California",2431,2139,1845,14,0,230,0,0,50,0,50,292,177,0,0,36,0,37,42,42,0,65121
G06003703012041,Los Angeles County,37,301204,1,"Block Group 1, Census Tract 3012.04, Los Angeles County, California",1833,1355,894,158,0,280,0,0,23,0,23,478,78,0,0,0,0,400,0,0,0,47405
G06003703012042,Los Angeles County,37,301204,2,"Block Group 2, Census Tract 3012.04, Los Angeles County, California",1802,1511,1057,66,0,353,0,0,35,0,35,291,231,0,0,0,0,60,0,0,0,62348
G06003703012043,Los Angeles County,37,301204,3,"Block Group 3, Census Tract 3012.04, Los Angeles County, California",1551,1536,1288,0,0,83,0,0,165,0,165,15,5,0,0,10,0,0,0,0,0,55691
G06003703012051,Los Angeles County,37,301205,1,"Block Group 1, Census Tract 3012.05, Los Angeles County, California",938,861,783,12,11,40,0,0,15,0,15,77,71,0,0,0,0,0,6,6,0,133750
G06003703012052,Los Angeles County,37,301205,2,"Block Group 2, Census Tract 3012.05, Los Angeles County, California",394,306,236,0,0,31,0,0,39,0,39,88,62,0,0,26,0,0,0,0,0,81202
G06003703012053,Los Angeles County,37,301205,3,"Block Group 3, Census Tract 3012.05, Los Angeles County, California",889,834,554,0,0,276,0,0,4,0,4,55,6,0,0,0,0,49,0,0,0,105833
G06003703012061,Los Angeles County,37,301206,1,"Block Group 1, Census Tract 3012.06, Los Angeles County, California",2390,2361,1768,0,0,544,0,0,49,0,49,29,29,0,0,0,0,0,0,0,0,48929
G06003703012062,Los Angeles County,37,301206,2,"Block Group 2, Census Tract 3012.06, Los Angeles County, California",921,715,604,0,7,65,0,0,39,0,39,206,186,0,0,0,0,7,13,13,0,59632
G06003703012063,Los Angeles County,37,301206,3,"Block Group 3, Census Tract 3012.06, Los Angeles County, California",970,881,629,0,0,179,0,0,73,0,73,89,49,0,0,0,0,28,12,12,0,65882
G06003703012064,Los Angeles County,37,301206,4,"Block Group 4, Census Tract 3012.06, Los Angeles County, California",1082,997,812,41,0,144,0,0,0,0,0,85,33,0,0,0,0,52,0,0,0,55804
G06003703013001,Los Angeles County,37,301300,1,"Block Group 1, Census Tract 3013, Los Angeles County, California",691,646,546,7,0,53,0,7,33,19,14,45,31,0,0,5,0,9,0,0,0,116500
G06003703013002,Los Angeles County,37,301300,2,"Block Group 2, Census Tract 3013, Los Angeles County, California",1273,1139,1014,0,0,67,0,0,58,0,58,134,108,0,0,0,0,6,20,20,0,114205
G06003703014001,Los Angeles County,37,301400,1,"Block Group 1, Census Tract 3014, Los Angeles County, California",1006,975,795,8,0,172,0,0,0,0,0,31,0,0,0,0,0,11,20,20,0,96250
G06003703014002,Los Angeles County,37,301400,2,"Block Group 2, Census Tract 3014, Los Angeles County, California",1418,1408,1374,0,0,16,0,10,8,0,8,10,10,0,0,0,0,0,0,0,0,110179
G06003703014003,Los Angeles County,37,301400,3,"Block Group 3, Census Tract 3014, Los Angeles County, California",564,554,512,0,0,42,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,132656
G06003703014004,Los Angeles County,37,301400,4,"Block Group 4, Census Tract 3014, Los Angeles County, California",911,902,723,0,76,103,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,200893
G06003703015011,Los Angeles County,37,301501,1,"Block Group 1, Census Tract 3015.01, Los Angeles County, California",725,683,668,5,0,0,0,0,10,7,3,42,27,0,0,0,0,15,0,0,0,84943
G06003703015012,Los Angeles County,37,301501,2,"Block Group 2, Census Tract 3015.01, Los Angeles County, California",1199,1104,936,0,0,146,0,0,22,0,22,95,92,0,0,0,0,3,0,0,0,92571
G06003703015021,Los Angeles County,37,301502,1,"Block Group 1, Census Tract 3015.02, Los Angeles County, California",1812,1320,867,0,0,354,0,0,99,0,99,492,313,0,0,0,0,136,43,43,0,67882
G06003703015022,Los Angeles County,37,301502,2,"Block Group 2, Census Tract 3015.02, Los Angeles County, California",2812,2438,2197,0,0,177,0,0,64,0,64,374,211,16,0,0,0,127,20,20,0,41622
G06003703015023,Los Angeles County,37,301502,3,"Block Group 3, Census Tract 3015.02, Los Angeles County, California",2170,2109,1916,0,0,193,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,27979
G06003703016011,Los Angeles County,37,301601,1,"Block Group 1, Census Tract 3016.01, Los Angeles County, California",2079,1125,934,74,0,117,0,0,0,0,0,954,147,0,0,0,0,787,20,20,0,
G06003703016012,Los Angeles County,37,301601,2,"Block Group 2, Census Tract 3016.01, Los Angeles County, California",1287,1069,927,4,0,118,0,0,20,0,20,218,135,0,0,0,0,43,40,40,0,71250
G06003703016013,Los Angeles County,37,301601,3,"Block Group 3, Census Tract 3016.01, Los Angeles County, California",1725,1463,1073,151,13,180,0,0,46,0,46,262,32,0,0,0,0,230,0,0,0,64276
G06003703016014,Los Angeles County,37,301601,4,"Block Group 4, Census Tract 3016.01, Los Angeles County, California",1554,1446,1109,122,0,123,0,0,92,0,92,108,108,0,0,0,0,0,0,0,0,27333
G06003703016021,Los Angeles County,37,301602,1,"Block Group 1, Census Tract 3016.02, Los Angeles County, California",2441,1214,852,80,0,238,26,7,11,0,11,1227,655,0,9,0,9,509,45,36,9,55909
G06003703016022,Los Angeles County,37,301602,2,"Block Group 2, Census Tract 3016.02, Los Angeles County, California",576,376,286,8,0,65,0,10,7,0,7,200,28,0,0,0,0,172,0,0,0,42443
G06003703016023,Los Angeles County,37,301602,3,"Block Group 3, Census Tract 3016.02, Los Angeles County, California",1169,667,513,9,0,99,0,0,46,20,26,502,458,0,0,0,0,44,0,0,0,80543
G06003703017011,Los Angeles County,37,301701,1,"Block Group 1, Census Tract 3017.01, Los Angeles County, California",1494,1052,717,102,0,218,0,0,15,0,15,442,146,0,0,0,0,288,8,8,0,78846
G06003703017012,Los Angeles County,37,301701,2,"Block Group 2, Census Tract 3017.01, Los Angeles County, California",1562,942,734,8,0,127,0,0,73,0,73,620,427,0,0,0,0,193,0,0,0,88214
G06003703017021,Los Angeles County,37,301702,1,"Block Group 1, Census Tract 3017.02, Los Angeles County, California",2110,1846,1556,0,0,265,0,0,25,0,25,264,106,0,0,0,9,149,0,0,0,49119
G06003703017022,Los Angeles County,37,301702,2,"Block Group 2, Census Tract 3017.02, Los Angeles County, California",1824,1725,1557,18,0,150,0,0,0,0,0,99,44,0,0,0,0,55,0,0,0,34847
G06003703017023,Los Angeles County,37,301702,3,"Block Group 3, Census Tract 3017.02, Los Angeles County, California",1016,529,327,57,0,121,0,0,24,0,24,487,343,0,0,0,0,138,6,6,0,45594
G06003703017024,Los Angeles County,37,301702,4,"Block Group 4, Census Tract 3017.02, Los Angeles County, California",685,547,347,37,0,114,0,0,49,0,49,138,78,0,0,0,0,24,36,0,36,65096
G06003703018011,Los Angeles County,37,301801,1,"Block Group 1, Census Tract 3018.01, Los Angeles County, California",1135,901,775,21,0,79,0,0,26,26,0,234,130,0,0,0,0,104,0,0,0,62313
G06003703018012,Los Angeles County,37,301801,2,"Block Group 2, Census Tract 3018.01, Los Angeles County, California",2579,2157,1163,10,0,831,0,0,153,0,153,422,311,0,0,0,0,111,0,0,0,48669
G06003703018013,Los Angeles County,37,301801,3,"Block Group 3, Census Tract 3018.01, Los Angeles County, California",1087,710,374,23,0,302,0,0,11,0,11,377,163,0,0,0,0,214,0,0,0,74097
G06003703018021,Los Angeles County,37,301802,1,"Block Group 1, Census Tract 3018.02, Los Angeles County, California",2626,2199,1519,52,0,570,0,0,58,0,58,427,416,0,0,0,0,11,0,0,0,55811
G06003703018022,Los Angeles County,37,301802,2,"Block Group 2, Census Tract 3018.02, Los Angeles County, California",1390,1264,886,0,0,318,0,0,60,42,18,126,40,0,0,0,0,86,0,0,0,41629
G06003703019001,Los Angeles County,37,301900,1,"Block Group 1, Census Tract 3019, Los Angeles County, California",2496,2319,1616,47,0,590,0,0,66,0,66,177,59,0,0,0,0,118,0,0,0,52143
G06003703019002,Los Angeles County,37,301900,2,"Block Group 2, Census Tract 3019, Los Angeles County, California",2063,1622,1265,56,0,259,0,0,42,0,42,441,280,0,0,0,0,161,0,0,0,47161
G06003703019003,Los Angeles County,37,301900,3,"Block Group 3, Census Tract 3019, Los Angeles County, California",858,616,594,22,0,0,0,0,0,0,0,242,197,0,0,0,0,45,0,0,0,
G06003703019004,Los Angeles County,37,301900,4,"Block Group 4, Census Tract 3019, Los Angeles County, California",2762,2360,1830,68,0,450,0,0,12,0,12,402,288,46,0,0,0,13,55,55,0,46758
G06003703020021,Los Angeles County,37,302002,1,"Block Group 1, Census Tract 3020.02, Los Angeles County, California",969,824,528,0,0,203,0,0,93,12,81,145,97,0,0,0,0,30,18,0,18,30333
G06003703020022,Los Angeles County,37,302002,2,"Block Group 2, Census Tract 3020.02, Los Angeles County, California",2294,1977,1708,9,0,228,0,0,32,0,32,317,255,0,0,32,0,23,7,7,0,49104
G06003703020023,Los Angeles County,37,302002,3,"Block Group 3, Census Tract 3020.02, Los Angeles County, California",664,502,347,24,0,96,35,0,0,0,0,162,145,0,0,0,0,17,0,0,0,42917
G06003703020031,Los Angeles County,37,302003,1,"Block Group 1, Census Tract 3020.03, Los Angeles County, California",3803,3398,2677,29,0,584,0,8,100,52,48,405,315,0,0,0,0,83,7,0,7,43580
G06003703020041,Los Angeles County,37,302004,1,"Block Group 1, Census Tract 3020.04, Los Angeles County, California",4393,3696,2588,93,0,892,0,11,112,0,112,697,452,0,9,8,0,178,50,50,0,42241
G06003703021021,Los Angeles County,37,302102,1,"Block Group 1, Census Tract 3021.02, Los Angeles County, California",1397,1260,925,53,0,268,0,14,0,0,0,137,81,0,0,0,0,56,0,0,0,52778
G06003703021022,Los Angeles County,37,302102,2,"Block Group 2, Census Tract 3021.02, Los Angeles County, California",1300,932,828,44,0,60,0,0,0,0,0,368,322,0,0,0,0,41,5,0,5,42000
G06003703021023,Los Angeles County,37,302102,3,"Block Group 3, Census Tract 3021.02, Los Angeles County, California",1389,947,873,0,0,46,17,0,11,11,0,442,332,0,0,9,0,101,0,0,0,34030
G06003703021024,Los Angeles County,37,302102,4,"Block Group 4, Census Tract 3021.02, Los Angeles County, California",1099,1056,974,55,0,27,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,78478
G06003703021025,Los Angeles County,37,302102,5,"Block Group 5, Census Tract 3021.02, Los Angeles County, California",885,840,440,0,0,400,0,0,0,0,0,45,34,0,0,0,0,11,0,0,0,172578
G06003703021031,Los Angeles County,37,302103,1,"Block Group 1, Census Tract 3021.03, Los Angeles County, California",1696,1004,660,8,0,303,0,0,33,0,33,692,417,0,7,0,0,268,0,0,0,48596
G06003703021032,Los Angeles County,37,302103,2,"Block Group 2, Census Tract 3021.03, Los Angeles County, California",2460,2031,1569,1,0,427,0,0,34,0,34,429,280,0,12,0,0,121,16,16,0,32688
G06003703021033,Los Angeles County,37,302103,3,"Block Group 3, Census Tract 3021.03, Los Angeles County, California",1802,1607,1361,32,0,214,0,0,0,0,0,195,173,0,0,0,0,22,0,0,0,39766
G06003703021041,Los Angeles County,37,302104,1,"Block Group 1, Census Tract 3021.04, Los Angeles County, California",819,569,375,9,0,79,0,40,66,0,66,250,117,0,13,0,0,87,33,24,9,87361
G06003703021042,Los Angeles County,37,302104,2,"Block Group 2, Census Tract 3021.04, Los Angeles County, California",1280,1087,599,47,0,441,0,0,0,0,0,193,135,0,0,9,0,44,5,0,5,49013
G06003703021043,Los Angeles County,37,302104,3,"Block Group 3, Census Tract 3021.04, Los Angeles County, California",2060,1793,1064,42,0,662,0,0,25,0,25,267,199,0,0,0,0,64,4,4,0,41048
G06003703022011,Los Angeles County,37,302201,1,"Block Group 1, Census Tract 3022.01, Los Angeles County, California",963,827,589,11,0,223,0,0,4,0,4,136,86,20,0,0,0,0,30,30,0,23929
G06003703022012,Los Angeles County,37,302201,2,"Block Group 2, Census Tract 3022.01, Los Angeles County, California",1449,1302,1153,7,0,54,0,0,88,0,88,147,90,0,0,0,0,48,9,0,9,28929
G06003703022013,Los Angeles County,37,302201,3,"Block Group 3, Census Tract 3022.01, Los Angeles County, California",1375,1187,922,142,0,104,0,9,10,10,0,188,113,0,0,0,31,44,0,0,0,17027
G06003703022021,Los Angeles County,37,302202,1,"Block Group 1, Census Tract 3022.02, Los Angeles County, California",1837,1327,1266,0,0,61,0,0,0,0,0,510,393,0,0,0,0,117,0,0,0,37132
G06003703022022,Los Angeles County,37,302202,2,"Block Group 2, Census Tract 3022.02, Los Angeles County, California",1883,1465,1238,0,0,219,0,0,8,0,8,418,249,13,0,0,0,136,20,0,20,36971
G06003703022023,Los Angeles County,37,302202,3,"Block Group 3, Census Tract 3022.02, Los Angeles County, California",799,370,226,0,0,140,0,4,0,0,0,429,288,0,0,0,0,100,41,41,0,31500
G06003703022024,Los Angeles County,37,302202,4,"Block Group 4, Census Tract 3022.02, Los Angeles County, California",791,498,435,0,0,51,0,0,12,0,12,293,231,0,0,7,0,55,0,0,0,26432
G06003703023011,Los Angeles County,37,302301,1,"Block Group 1, Census Tract 3023.01, Los Angeles County, California",1792,1401,804,25,0,555,0,0,17,0,17,391,130,0,16,0,0,245,0,0,0,49286
G06003703023012,Los Angeles County,37,302301,2,"Block Group 2, Census Tract 3023.01, Los Angeles County, California",2640,2263,1670,9,9,374,0,0,201,38,163,377,207,0,0,0,0,170,0,0,0,72292
G06003703023021,Los Angeles County,37,302302,1,"Block Group 1, Census Tract 3023.02, Los Angeles County, California",1932,894,549,17,0,328,0,0,0,0,0,1038,624,51,0,14,0,349,0,0,0,39384
G06003703023022,Los Angeles County,37,302302,2,"Block Group 2, Census Tract 3023.02, Los Angeles County, California",1496,742,554,0,0,181,0,0,7,7,0,754,493,0,0,0,0,245,16,16,0,46546
G06003703023023,Los Angeles County,37,302302,3,"Block Group 3, Census Tract 3023.02, Los Angeles County, California",1187,869,667,5,0,164,0,0,33,0,33,318,209,0,0,0,0,109,0,0,0,43162
G06003703023024,Los Angeles County,37,302302,4,"Block Group 4, Census Tract 3023.02, Los Angeles County, California",897,511,249,26,0,231,0,0,5,0,5,386,249,0,0,15,0,114,8,8,0,62500
G06003703024011,Los Angeles County,37,302401,1,"Block Group 1, Census Tract 3024.01, Los Angeles County, California",1950,1788,1455,64,0,253,0,0,16,0,16,162,29,0,0,14,0,119,0,0,0,24623
G06003703024012,Los Angeles County,37,302401,2,"Block Group 2, Census Tract 3024.01, Los Angeles County, California",1374,789,442,56,0,259,0,0,32,0,32,585,310,0,0,0,0,275,0,0,0,43866
G06003703024013,Los Angeles County,37,302401,3,"Block Group 3, Census Tract 3024.01, Los Angeles County, California",971,577,429,102,0,36,0,0,10,0,10,394,62,0,0,0,0,332,0,0,0,46618
G06003703024014,Los Angeles County,37,302401,4,"Block Group 4, Census Tract 3024.01, Los Angeles County, California",922,616,476,12,0,128,0,0,0,0,0,306,195,0,0,0,0,74,37,0,37,27935
G06003703024015,Los Angeles County,37,302401,5,"Block Group 5, Census Tract 3024.01, Los Angeles County, California",1310,802,635,0,0,167,0,0,0,0,0,508,463,0,0,0,0,45,0,0,0,32599
G06003703025031,Los Angeles County,37,302503,1,"Block Group 1, Census Tract 3025.03, Los Angeles County, California",1766,1383,1268,0,0,99,0,0,16,0,16,383,122,19,18,0,0,145,79,10,69,45887
G06003703025032,Los Angeles County,37,302503,2,"Block Group 2, Census Tract 3025.03, Los Angeles County, California",1447,1123,1011,0,0,65,0,0,47,14,33,324,268,0,0,0,0,33,23,0,23,26080
G06003703025033,Los Angeles County,37,302503,3,"Block Group 3, Census Tract 3025.03, Los Angeles County, California",1112,991,599,0,0,387,0,5,0,0,0,121,57,0,12,0,0,39,13,0,13,29688
G06003703025041,Los Angeles County,37,302504,1,"Block Group 1, Census Tract 3025.04, Los Angeles County, California",2481,1602,1089,29,0,390,0,0,94,0,94,879,633,0,0,0,0,246,0,0,0,38704
G06003703025042,Los Angeles County,37,302504,2,"Block Group 2, Census Tract 3025.04, Los Angeles County, California",792,710,610,19,0,49,0,0,32,0,32,82,26,0,0,6,0,50,0,0,0,32250
G06003703025043,Los Angeles County,37,302504,3,"Block Group 3, Census Tract 3025.04, Los Angeles County, California",937,405,322,0,0,79,0,0,4,0,4,532,283,0,6,0,0,235,8,0,8,19946
G06003703025051,Los Angeles County,37,302505,1,"Block Group 1, Census Tract 3025.05, Los Angeles County, California",1443,926,740,72,0,95,0,0,19,0,19,517,279,0,0,0,0,238,0,0,0,27656
G06003703025052,Los Angeles County,37,302505,2,"Block Group 2, Census Tract 3025.05, Los Angeles County, California",873,311,176,0,0,75,0,0,60,0,60,562,254,0,35,0,0,273,0,0,0,41375
G06003703025053,Los Angeles County,37,302505,3,"Block Group 3, Census Tract 3025.05, Los Angeles County, California",2031,1515,1027,230,0,258,0,0,0,0,0,516,116,0,0,0,0,350,50,50,0,50208
G06003703025061,Los Angeles County,37,302506,1,"Block Group 1, Census Tract 3025.06, Los Angeles County, California",462,331,234,0,0,89,0,0,8,0,8,131,131,0,0,0,0,0,0,0,0,38594
G06003703025062,Los Angeles County,37,302506,2,"Block Group 2, Census Tract 3025.06, Los Angeles County, California",1323,898,699,65,0,89,20,0,25,0,25,425,265,10,0,0,0,99,51,51,0,77813
G06003703025063,Los Angeles County,37,302506,3,"Block Group 3, Census Tract 3025.06, Los Angeles County, California",1612,1163,758,92,0,190,0,0,123,0,123,449,327,0,0,0,0,101,21,21,0,46806
G06003703101001,Los Angeles County,37,310100,1,"Block Group 1, Census Tract 3101, Los Angeles County, California",1252,976,796,0,0,163,0,0,17,0,17,276,139,0,0,0,0,21,116,116,0,172750
G06003703101002,Los Angeles County,37,310100,2,"Block Group 2, Census Tract 3101, Los Angeles County, California",1648,1479,1315,0,0,122,0,0,42,0,42,169,162,0,0,0,0,7,0,0,0,132381
G06003703101003,Los Angeles County,37,310100,3,"Block Group 3, Census Tract 3101, Los Angeles County, California",1392,1147,737,125,0,158,0,0,127,0,127,245,194,0,0,0,0,22,29,21,8,
G06003703101004,Los Angeles County,37,310100,4,"Block Group 4, Census Tract 3101, Los Angeles County, California",1695,1527,1199,109,0,181,0,0,38,0,38,168,88,0,0,0,0,80,0,0,0,93750
